item_id,tf_code,business_line,category_name,item_title,item_description,level_1,level_2,reason
1106465,53zmnr,Cafe,صبحانه,دوشاب یومورتا,دو عدد تخم مرغ ، شیره انگور و خرما ، خرما ، ادویه مخصوص,UNKNOWN,UNKNOWN,An egg-based dish with syrup; not in the taxonomy keys.
1106468,53zmnr,Cafe,صبحانه,عدسی,۴۰۰ گرم عدسی به همراه ادویه ,UNKNOWN,UNKNOWN,Lentil soup (Adasi) is not in the taxonomy keys.
1089347,53zmnr,Cafe,مربا,مربا توت فرنگی Home made,مربا توت فرنگی اورگانیک ، ۲۵۰ سی سی,UNKNOWN,UNKNOWN,Jam alone is not in the taxonomy keys.
1089349,53zmnr,Cafe,مربا,مربا هویج Home made,مربا هویج اورگانیک ، ۲۵۰ سی سی,UNKNOWN,UNKNOWN,Jam alone is not in the taxonomy keys.
1105068,53zmnr,Cafe,مربا,مربای سیب و دارچین,سیب سبز ممتاز، بدون مواد نگهدارنده، دارچین  ,UNKNOWN,UNKNOWN,Jam alone is not in the taxonomy keys.
1106472,53zmnr,Cafe,صبحانه,کره مربا توت فرنگی,۲۵۰ گرم ، کره محلی ، مربا توت فرنگی بدون نگهدارنده ، نان تست,UNKNOWN,UNKNOWN,Butter and jam is not in the taxonomy keys.
1106473,53zmnr,Cafe,صبحانه,کره مربا هویج,۲۵۰گرم ، کره محلی ، مربا هویج بدون مواد نگهدارنده ، نان تازه,UNKNOWN,UNKNOWN,Butter and jam is not in the taxonomy keys.
634173,547179,Cafe,کیک و دسر,جار شله زرد,زعفران، گلاب، هل، دارچین، برنج ایرانی، کره، خلال بادام و پسته,رمضان,شله‌زرد,Explicitly Sholezard.
595654,5473km,Cafe,صبحانه,پنیر و گردو,نان تافتون، پنیر، گوجه، خیار، گردو، خرما,رمضان,نان و پنیر,"Classic bread, cheese, and walnut combination."
595655,5473km,Cafe,صبحانه,کره و مربا,کره، مربای هویج و آلبالو، خامه، نان تافتون,UNKNOWN,UNKNOWN,Butter and jam is not in the taxonomy keys.
1100350,5473km,Cafe,کوکی,کوکی گردو و خرما, گردو، خرما,UNKNOWN,UNKNOWN,"The item is a cookie, not plain or stuffed dates for iftar."
724545,547o91,Cafe,صبحانه,ساندویچ نان و پنیر و گردو 332 گرم (با نان چاباتا بزرگ),پنیر لبنه، گردو، زیتون، خیار، گوجه، نان چاباتا,رمضان,نان و پنیر,Bread and cheese sandwich; fits the definition.
598420,547y3n,Cafe,صبحانه,تست پنیر گردو,دو برش نان تست، پنیر لبنه، گردو,رمضان,نان و پنیر,Bread and cheese toast; fits the definition.
598415,547y3n,Cafe,صبحانه,تست کره مربا آلبالو,دو برش نان تست، کره حیوانی، مربا,UNKNOWN,UNKNOWN,Butter and jam is not in the taxonomy keys.
598416,547y3n,Cafe,صبحانه,تست کره مربا توت فرنگی,دو برش نان تست، کره حیوانی، مربا,UNKNOWN,UNKNOWN,Butter and jam is not in the taxonomy keys.
598418,547y3n,Cafe,صبحانه,سیمیت پنیر گردو,یک عدد، نان سیمیت، پنیر لبنه، گردو,رمضان,نان و پنیر,Bread (Simit) and cheese; fits the definition.
805493,5164x2,Cafe,صبحانه,سوسیس با رب,,UNKNOWN,UNKNOWN,Sausage breakfast dish is not within the Ramadan taxonomy.
59205,5164x2,Cafe,صبحانه,صبحانه ایرانی,پنیر، گردو، گوجه، خیار، نان تازه، چای کلاسیک,رمضان,نان و پنیر,"[2PASS] Matches the 'نان و پنیر و گردو' (bread, cheese, and walnut) traditional platter described in the category explanation."
59202,5164x2,Cafe,صبحانه,لوبیا گرم,لوبیا گرم، نان تازه، مخلفات,UNKNOWN,UNKNOWN,Warm beans breakfast dish is not within the Ramadan taxonomy.
59203,5164x2,Cafe,صبحانه,کره مربا,کره، مربا، نان تازه,UNKNOWN,UNKNOWN,Butter and jam is not within the Ramadan taxonomy.
891937,51k331,Cafe,صبحانه,عدسی,۹۰ گرم عدسی، پیاز داغ، گلپر، یک عدد نان لواش,UNKNOWN,UNKNOWN,Lentil soup (Adasi) is not explicitly in the provided Ramadan taxonomy.
923476,51k331,Cafe,شیرینی دسری,فرنی اسپشیال,شیر، آرد برنج، گلاب، هل، مغزیجات، زعفران ,رمضان,فرنی,Matches title and description for rice flour dessert (Fereni).
923474,51k331,Cafe,شیرینی دسری,فرنی وانیل,شیر، آرد برنج، شکر، وانیل ,رمضان,فرنی,Matches title and description for rice flour dessert (Fereni).
902309,51k331,Cafe,صبحانه,لوبیا قارچ,لوبیا، قارچ، رب خانگی، پیاز داغ ۹۰ گرم نان لواش ,UNKNOWN,UNKNOWN,Beans and mushrooms dish is not within the Ramadan taxonomy.
1244137,51k894,Cafe,کیک و دسر,خرما بیسکویت,,رمضان,خرما,Main product is date-based.
1013188,51knkn,Cafe,دسر,فرنی ساده (یک نفره),,رمضان,فرنی,Matches title (Fereni).
1013152,51knkn,Cafe,دسر,فرنی شکلاتی (یک نفره),,رمضان,فرنی,Matches title (Fereni).
1013153,51knkn,Cafe,دسر,فرنی ماسالا (یک نفره),,رمضان,فرنی,Matches title (Fereni).
1187436,51koy3,Cafe,کروسان,سیمیت ارده و شیره خرما,شیره خرما، ارده، نان سیمیت,UNKNOWN,UNKNOWN,Simit sandwich with syrup is not a primary Date item or Iftar item in this taxonomy.
637921,51or87,Cafe,صبحانه,تست پنیر گردو, ,رمضان,نان و پنیر,Specifically mentioned in the explanation as 'تست و پنیر' and 'پنیر و گردو'.
675240,51owo6,Cafe,صبحانه,تمریه	,املت خرما,UNKNOWN,UNKNOWN,"Date omelette is an egg dish, not primarily a 'Date' product for this taxonomy."
1121331,51owo6,Cafe,صبحانه,صبحانه ایرانی,پنیر، خامه، عسل،  ریحان، گوجه، خیار، دو عدد تخم مرغ نیمرو، گردو، نصف نان ,UNKNOWN,UNKNOWN,Generic breakfast platter; excluded per 'نان و پنیر' rules.
895496,51y47n,Cafe,کیک و کوکی,بار خرما,یک عدد، جو دو سر، خرما، مناسب وگن,رمضان,خرما,Main component is date (date bar).
863318,51y9my,Cafe,سلاق,خرما,,رمضان,خرما,Direct match for dates.
863281,51y9my,Cafe,صبحانه,سیب زمینی آبپز,دو عدد همراه با دورچین,UNKNOWN,UNKNOWN,Boiled potatoes are not within the Ramadan taxonomy.
863279,51y9my,Cafe,صبحانه,صبحانه سرد عمو,پنیر خامه ای، گردو، خامه، عسل، خیار، گوجه، کره، مربای هویج و آلبالو,رمضان,نان و پنیر,"[2PASS] Matches the 'fancy' or traditional 'نان و پنیر و گردو' platter description, as it centers on bread, cheese, and walnuts."
614256,5336pm,Cafe,صبحانه ,خاگینه خرما, ,UNKNOWN,UNKNOWN,"Khagineh is an omelet-like dish, not matching fruit (dates) or halva categories."
614261,5336pm,Cafe,صبحانه ,صبحانه سنتی, ,UNKNOWN,UNKNOWN,Generic breakfast title without specific components matching Ramadan taxonomy.
444488,5339kk,Cafe,صبحانه,خوراک لوبیا,500 گرم خوراک لوبیای خانگی، نان، لیمو,UNKNOWN,UNKNOWN,Bean stew is not included in the candidate Ramadan taxonomy.
444451,5339kk,Cafe,صبحانه,ساندویچ خامه و عسل,خامه محلی، عسل طبیعی، نان چاپاتا مخصوص,UNKNOWN,UNKNOWN,Cream and honey sandwich is not included in the provided taxonomy.
444453,5339kk,Cafe,صبحانه,ساندویچ پنیر و گردو,پنیر خامه ای، گردو، نان چاپاتا مخصوص,رمضان,نان و پنیر,Matches 'نان و پنیر و گردو' and 'نان فانتزی' examples in the taxonomy description.
444452,5339kk,Cafe,صبحانه,ساندویچ کره و عسل,کره، عسل طبیعی، نان چاپاتا مخصوص,UNKNOWN,UNKNOWN,Butter and honey sandwich is not included in the provided taxonomy.
444450,5339kk,Cafe,صبحانه,ساندویچ کره و مربا آلبالو,کره، مربا آلبالو، نان چاپاتا مخصوص,UNKNOWN,UNKNOWN,Butter and jam items are not included in the provided taxonomy.
444448,5339kk,Cafe,صبحانه,ساندویچ کره و مربا توت فرنگی,کره، مربا توت فرنگی، نان چاپاتا مخصوص,UNKNOWN,UNKNOWN,Butter and jam items are not included in the provided taxonomy.
444449,5339kk,Cafe,صبحانه,ساندویچ کره و مربا هویج,کره، مربا هویج، نان چاپاتا مخصوص,UNKNOWN,UNKNOWN,Butter and jam items are not included in the provided taxonomy.
1025021,533wg4,Cafe,کیک و دسر,کوکی خرما گردویی (یک عدد), ,UNKNOWN,UNKNOWN,"A cookie is a bakery item, not the date fruit itself as defined in the taxonomy."
1191990,53knon,Cafe,صبحانه,صبحانه سرد,یک نفره، پنیر خامه ای، گوجه، خیار، گردو، کره، مربا، هویچ و آلبالو و نان بربری یا سنگک,UNKNOWN,UNKNOWN,General breakfast platter that doesn't match the specific 'پک افطاری' components like Ash/Haleem/Dates.
1154033,53kzw6,Cafe,صبحانه,پرو جیم,پنج عدد سفیده تخم مرغ، دو عدد زرده تخم مرغ، کره بادام زمینی، عسل، پنیر، گردو، تست پروتئین,UNKNOWN,UNKNOWN,Complex protein egg dish not matching any Ramadan specific category.
1002114,53moy5,Cafe,صبحانه و عصرانه,تست پنیر و گردو,دو عدد نان تست، پنیر خامه ای، گردو,رمضان,نان و پنیر,Matches 'نان تست + پنیر' and 'نان و پنیر و گردو' in the taxonomy description.
602348,53n862,Cafe,صبحانه,صبحانه ایرانی,,UNKNOWN,UNKNOWN,Generic breakfast title without specific components matching Ramadan taxonomy.
495418,53n862,Cafe,صبحانه,فرنی ساده رژیمی,,رمضان,فرنی,Directly matches the 'فرنی' category for milk-based desserts.
602796,53n862,Cafe,صبحانه,فرنی پروتئینی,,رمضان,فرنی,Directly matches the 'فرنی' category for milk-based desserts.
98770,53rx92,Cafe,صبحانه,صبحانه ایرانی,,UNKNOWN,UNKNOWN,Generic breakfast title without specific components matching Ramadan taxonomy.
1184133,53z4n1,Cafe,کیک و دسر,توپک خرما,پنج عدد خرما ترکیب شده با بیسکویت تزیین شده با پودر بادام، پودر پسته،گل محمدی، کنجد و نارگیل,رمضان,خرما,Date balls (Toopak Khorma) fit 'خرمای مغزدار' where the main ingredient is dates.
1184135,53z4n1,Cafe,صبحانه ,سیمیت خرما,یک عدد نان سیمیت با پنیر، خرما و گردو,رمضان,نان و پنیر,"Bread with cheese, dates, and walnuts fits the bread-and-cheese category variations."
308450,54nwpg,Cafe,صبحانه,بشقاب ایران,۳۰ گرم پنیر خامه کالین، یک عدد کره ۱۰ گرمی، یک عدد تخم مرغ نیمرو، خیار، گوجه، گردو، عسل، مربا هویج خانگی، سبزی نعنا,UNKNOWN,UNKNOWN,Breakfast platter with eggs and jam; lacks the specific Iftar context required for 'نان و پنیر'
308462,54nwpg,Cafe,صبحانه,خوراک عدسی,۴۰۰ گرم، عدس، قارچ، سیب زمینی، ادویه مخصوص,UNKNOWN,UNKNOWN,Adasi (lentil dish) is not included in the candidate taxonomy
308482,54nwpg,Cafe,صبحانه,عدسی,۴۰۰ گرم عدسی ویژه هووم، عدس، سیب زمینی، ادویه، تزئین شده با گلپر و آب لیمو,UNKNOWN,UNKNOWN,Adasi (lentil dish) is not included in the candidate taxonomy
308464,54nwpg,Cafe,صبحانه,قیساوا,سه عدد تخم مرغ، خرما، ادویه شامل هل، دارچین، زنجبیل، دو برش نان سبوس دار حاوی دانه های کتان و زنجبیل,UNKNOWN,UNKNOWN,"Qaysava is an egg and date breakfast dish, not simple Iftar 'خرما'"
859872,54w9zm,Cafe,صبحانه و میان وعده,صبحانه ایرانی,پنیر، مربا، کره، عسل، خیار، گوجه، ریحان,UNKNOWN,UNKNOWN,Mixed breakfast platter; matches the exclusion for 'نان و پنیر' (lacks Iftar context)
1143310,54xr94,Cafe,صبحانه,خوراک عدسی,یک نفره,UNKNOWN,UNKNOWN,Adasi (lentil dish) is not included in the candidate taxonomy
1143309,54xr94,Cafe,صبحانه,خوراک لوبیا,یک نفره,UNKNOWN,UNKNOWN,Khorak-e-Loobia (bean dish) is not included in the candidate taxonomy
1191820,54xwy6,Cafe,انرژی بال,انرژی بال خرما تخم کتان,یک عدد، خرما، فندق، کره نارگیل، پودر کاکائو تلخ، تخم کتان,رمضان,خرما,[2PASS] Date-based energy ball; date is the primary ingredient.
1191821,54xwy6,Cafe,انرژی بال,انرژی بال خرما تخم کدو,یک عدد، خرما، فندق، کره نارگیل، پودر کاکائو تلخ، تخم کدو,رمضان,خرما,[2PASS] Date-based energy ball; date is the primary ingredient.
334248,566117,Cafe,صبحانه و عصرانه,لقمه کره بادام زمینی,یک عدد، نان پروتیینی، کره بادام زمینی، عسل، بادام زمینی,UNKNOWN,UNKNOWN,Peanut butter and honey roll is not included in the candidate taxonomy
441471,5666n4,Cafe,صبحانه,صبحانه ایرانی, ,UNKNOWN,UNKNOWN,Iranian breakfast lacks the specific Iftar context required for the 'رمضان' level_1
581828,5668kz,Cafe,کوکی و بار,بار خرما,یک عدد، بار خرما رژیمی بدون قند مصنوعی,رمضان,خرما,[2PASS] Date bar; date is the primary ingredient.
306346,5668xz,Cafe,صبحانه,صبحانه ایرانی,پنیر، گردو، تخم مرغ آب پز، خیار، گوجه، چای، نان,UNKNOWN,UNKNOWN,Mixed breakfast platter; matches the exclusion for 'نان و پنیر' (lacks Iftar context)
190853,566g7r,Cafe,صبحانه,صبحانه ایرانی,پنیر، گردو، کره، مربا، عسل، خیار، گوجه، چای، نان,UNKNOWN,UNKNOWN,Mixed breakfast platter; matches the exclusion for 'نان و پنیر' (lacks Iftar context)
801764,56r9ox,Cafe,صبحانه,بشقاب ایرانی,املت گوجه، پنیر، خیار، گوجه، خامه، عسل، سبزی، لیمو، زیتون، نان سنگک یا لواش,UNKNOWN,UNKNOWN,Iranian breakfast platter with omelet; lacks specific Iftar context
800378,56rrlo,Cafe,صبحانه,تست پنیر گردو,,رمضان,نان و پنیر,[2PASS] Matches the definition for 'fantasy' (toast) bread and cheese and 'cheese and walnut'.
800379,56rrlo,Cafe,صبحانه,تست کره بادام زمینی,,UNKNOWN,UNKNOWN,Peanut butter toast is not included in the candidate taxonomy
800381,56rrlo,Cafe,صبحانه,تست کره عسل,,UNKNOWN,UNKNOWN,Honey butter toast is not included in the candidate taxonomy
800373,56rrlo,Cafe,صبحانه,صبحانه ایرانی,گوجه، خیار، پنیر، مربا، گردو، خرما، کره، عسل، شش عدد تخم مرغ آبپز، عدد نان تست,UNKNOWN,UNKNOWN,Large breakfast platter; not a specific 'پک افطاری' or 'نان و پنیر' for Ramadan
800383,56rrlo,Cafe,صبحانه,صبحانه رژیمی,سیب زمینی آبپز، سه عدد تخم مرغ، دورچین,UNKNOWN,UNKNOWN,Diet breakfast (boiled eggs/potatoes) is not included in the candidate taxonomy
267008,51ylyl,Cafe,صبحانه,صبحانه ایرانی,سه عدد تخم مرغ نیمرو، کره، پنیر، عسل، مربا، نان بربری,UNKNOWN,UNKNOWN,Iranian Breakfast platter with eggs; lacks Iftari concept as required by taxonomy exclusions.
256660,51yr1k,Cafe,صبحانه ,خوراک عدسی,۴۵۰ گرم عدسی با ادویه مخصوص، دورچین، یک تکه نان بربری,UNKNOWN,UNKNOWN,Lentil dish (Adasi) is not listed in the Ramadan taxonomy.
256669,51yr1k,Cafe,صبحانه ,خوراک لوبیا,۴۵۰ گرم خوراک لوبیا با ادویه مخصوص، دورچین، یک تکه نان بربری,UNKNOWN,UNKNOWN,Bean dish (Khorak-e-Loobia) is not listed in the Ramadan taxonomy.
256664,51yr1k,Cafe,صبحانه ,سیمیت آلبالو خامه,یک عدد نان سیمیت، مربای آلبالو، خامه,UNKNOWN,UNKNOWN,Simit with cherry and cream is a breakfast item and not listed in the Ramadan taxonomy.
256654,51yr1k,Cafe,صبحانه ,سیمیت پنیر اسفناج,یک عدد نان سیمیت: پنیرلبنه و اسفناج,رمضان,نان و پنیر,[2PASS] Bread and cheese combination with spinach; fits 'نان و پنیر' (fancy/sandwich style) as per explanation.
256653,51yr1k,Cafe,صبحانه ,سیمیت کره عسل,یک عدد نان سیمیت، کره وعسل,UNKNOWN,UNKNOWN,Simit with butter and honey is not listed in the Ramadan taxonomy.
256666,51yr1k,Cafe,صبحانه ,صبحانه ایرانی,دو عدد تخم مرغ، پنیرلبنه، گردو، خرما، دورچین روز,UNKNOWN,UNKNOWN,"Iranian breakfast with dates; title lacks 'Iftari' context, triggering the exclusion for Pack/Bread-Cheese categories."
256667,51yr1k,Cafe,صبحانه ,صبحانه  ورزشی,دو عدد تخم مرغ آب پز، یک عدد سیب زمینی آب پز، دورچین روز,UNKNOWN,UNKNOWN,Sport breakfast (boiled eggs/potatoes) is not listed in the Ramadan taxonomy.
256661,51yr1k,Cafe,صبحانه ,نان آلبالو خامه,یک عدد، نان زمل، آلبالو، خامه,UNKNOWN,UNKNOWN,Bread with cream and jam is not listed in the Ramadan taxonomy.
256663,51yr1k,Cafe,صبحانه ,نان سیمیت پنیر گردو,پخت شده با آرد گندم مغز پنیر و گردو، ریحان، نان سنتی ترکیه,رمضان,نان و پنیر,[2PASS] Bread and cheese combination with walnut; fits 'نان و پنیر' (fancy/simit style) as per explanation.
256657,51yr1k,Cafe,صبحانه ,نان پنیر و گردو,150 گرم پنیر لبنه، ریحان، گردو، گوجه، خیار,رمضان,نان و پنیر,[2PASS] Traditional bread and cheese plate with walnut and vegetables; fits 'نان و پنیر' description perfectly.
256665,51yr1k,Cafe,صبحانه ,نان کره عسل,یک عدد، نان زمل، کره، عسل,UNKNOWN,UNKNOWN,Bread with butter and honey is not listed in the Ramadan taxonomy.
123366,531133,Cafe,صبحانه,صبحانه ایرانی,کره، پنیر، مربا، خامه، تخم مرغ، نان,UNKNOWN,UNKNOWN,Iranian Breakfast platter; lacks Iftari concept as required by taxonomy exclusions.
341882,531761,Cafe,صبحانه,بشقاب سنتی,یک نفره، پنیر سفید، کره، خامه، عسل، گوجه، خیار، بدون نان,UNKNOWN,UNKNOWN,Traditional breakfast plate; lacks bread and lacks Iftari context.
120489,53197m,Cafe,صبحانه,سینی سرد دو نفره,,UNKNOWN,UNKNOWN,Generic cold platter for breakfast; lacks Iftari concept.
120490,53197m,Cafe,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Lentil dish is not listed in the Ramadan taxonomy.
120491,53197m,Cafe,صبحانه,لوبیا,,UNKNOWN,UNKNOWN,Bean dish is not listed in the Ramadan taxonomy.
617840,531ggz,Cafe,صبحانه و میان وعده,تست مربا,چهار عدد نان تست، 50 گرم کره گیاهی، 100 گرم مربای هویج,UNKNOWN,UNKNOWN,Toast with jam and butter is not listed in the Ramadan taxonomy.
618014,531ggz,Cafe,صبحانه و میان وعده,سینی صبحانه ایرانی,دو عدد تخم مرغ آب پز، دو عدد تست مربا هویج، 70 گرم پنیر سفید ایرانی، خیار، گوجه فرنگی، سه عدد گردو، سبزی خوردن، چهار عدد نان لواش، یک عدد چای خشک کیسه ای ، دو عدد نبات شاخه ای زعفرانی,UNKNOWN,UNKNOWN,Iranian Breakfast tray; title does not have 'Iftari Pack' nature as required by the exclusion rules.
617843,531ggz,Cafe,صبحانه و میان وعده,نان پنیر خیار گوجه,50 گرم پنیر سفید ایرانی، خیار، گوجه فرنگی، سبزی خوردن، لیمو یا نارنج، نان لواش,رمضان,نان و پنیر,[2PASS] Traditional bread and cheese plate with vegetables; fits 'نان و پنیر و سبزی' description perfectly.
1052161,56rx3p,Cafe,صبحانه,نون و پنیر	,نان، پنیر، گوجه، خیارشور، چای,رمضان,نان و پنیر,Matches bread and cheese combination; exclusion for single items doesn't apply.
1094821,56rywm,Cafe,صبحانه و میان وعده,مارمالاد هلو,175 گرم مارمالاد خانگی,UNKNOWN,UNKNOWN,Marmalade is not included in the provided taxonomy.
848906,571pwy,Cafe,صبحانه و میان وعده,صبحانه ایرانی,,رمضان,نان و پنیر,"[2PASS] Iranian breakfast typically consists of bread and cheese, matching the explanation for this category."
24651,5743n2,Cafe,صبحانه,صبحانه سرد,یک نفره، پنیر، کره، عسل، ماست چکیده، دو عدد گردو، دورچین: کاهو، کلم، ذرت، هویج، گوجه گیلاسی، کاپاریس، هویج، دو عدد نان تست,رمضان,نان و پنیر,"[2PASS] Includes cheese, walnut, and toast, which fits the 'نان و پنیر' category description."
990421,577339,Cafe,صبحانه,صبحانه ایرانی,,رمضان,نان و پنیر,"[2PASS] Iranian breakfast typically consists of bread and cheese, matching the explanation for this category."
225010,577g14,Cafe,صبحانه,خوراک لوبیا ماسالا,لوبیا، رب، سبزی مخصوص، ادویه مخصوص,UNKNOWN,UNKNOWN,Beans (Loobia) are not included in the provided taxonomy.
577890,577g14,Cafe,پیش غذا,لقیمات,شیرینی عربی همراه با شیره خرما و کنجد,رمضان,لگیمات,Matches the title and description for Legimat/Logaymat.
225003,577g14,Cafe,صبحانه,چیز پاراتا زعتر,پنیر زعتر (آویشن، کنجد، روغن زیتون)، یک عدد نان پاراتا ,رمضان,نان و پنیر,[2PASS] Cheese and Parata (a type of bread) fits the 'نان و پنیر' category (bread + cheese).
225001,577g14,Cafe,صبحانه,چیز پاراتا عسل,پنیر لبنه، عسل، یک عدد نان پاراتا,رمضان,نان و پنیر,[2PASS] Cheese and Parata (a type of bread) fits the 'نان و پنیر' category (bread + cheese).
225002,577g14,Cafe,صبحانه,چیز پاراتا چیپس عمان,پنیر، چیپس عمان، یک عدد نان پاراتا,رمضان,نان و پنیر,[2PASS] Cheese and Parata (a type of bread) fits the 'نان و پنیر' category (bread + cheese).
505267,57m1w1,Cafe,صبحانه,تست کره مربا,نان تست، کره، مربا,UNKNOWN,UNKNOWN,Jam and butter toast is not included in the provided taxonomy.
599697,57m1w1,Cafe,صبحانه,پک اقتصادی,یکگ عدد تخم مرغ آب پز، پنیر، گوجه، خیار، نان,رمضان,نان و پنیر,"[2PASS] Contains cheese, bread, and vegetables, matching the 'نان و پنیر' description."
663199,57ml36,Cafe,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Adasi (lentil dish) is not specifically included in the Ash taxonomy.
742686,57mmor,Cafe,صبحانه,چاپاتای پنیر و گردو,نان چاپاتای تازه، پنیر لبنه، گردو، خیار، گوجه,رمضان,نان و پنیر,Matches bread and cheese combination with walnuts and vegetables.
816098,57monz,Cafe,صبحانه,پک صبحانه,تست پنیر گردو، تست خامه عسل، خرما، پنیر، گردو، گوجه,رمضان,پک افطاری,"[2PASS] Contains a combination of cheese, bread, and dates (خرما), which fits the Iftar pack description."
1202366,57mp8r,Cafe,صبحانه,فرنی	,"۳۰۰ میلی لیتر، شیر، آرد برنج، شکر، گلاب

",رمضان,فرنی,Direct match for Fereni.
1125475,57myxz,Cafe,صبحانه,تست پنیر و گردو,پنیر، گردو، نان تست، خیار، گوجه، ادویه,رمضان,نان و پنیر,Matches the bread (toast) and cheese combination mentioned in taxonomy.
1125401,57myxz,Cafe,صبحانه,صبحانه ایرانی,پنیر، کره یا خامه، گردو، نیمرو، عسل، خیار، گوجه، نان,رمضان,نان و پنیر,"[2PASS] A traditional platter with cheese, walnut, and bread fits the 'نان و پنیر' category."
1125419,57myxz,Cafe,صبحانه,لوبیا فیله,لوبیا، فیله مرغ، قارچ، کره، رب دست ساز کافه یوک، لیمو، ریحان، سنگک,UNKNOWN,UNKNOWN,Beans with chicken fillet is not included in the taxonomy.
1125467,57myxz,Cafe,صبحانه,لوبیا گرم,لوبیا، رب دست ساز کافه یوک، کره، لیمو، ریحان، سنگک,UNKNOWN,UNKNOWN,Beans (Loobia) are not included in the provided taxonomy.
587499,5g964y,Cafe,صبحانه و میان وعده,خوراک لوبیا,,UNKNOWN,UNKNOWN,خوراک لوبیا در دسته‌بندی‌های رمضان تعریف نشده است.
587489,5g964y,Cafe,صبحانه و میان وعده,سینی ایرانی,پنیر، گوجه، خیار، مربا، کره، عسل، خامه,UNKNOWN,UNKNOWN,سینی کامل صبحانه شامل اجزای متعدد (خامه، عسل، مربا) خارج از تعریف محدود نان و پنیر است.
587491,5g964y,Cafe,صبحانه و میان وعده,صبحانه رژیمی,تخم مرغ آب پز، سوسیس بند انگشتی,UNKNOWN,UNKNOWN,صبحانه شامل تخم‌مرغ و سوسیس در دسته‌بندی‌های رمضان قرار نمی‌گیرد.
587497,5g964y,Cafe,صبحانه و میان وعده,عدسی,,UNKNOWN,UNKNOWN,عدسی در دسته‌بندی‌های رمضان (آش/حلیم) تعریف نشده است.
609122,5g9yoz,Cafe,صبحانه و میان وعده,لوبیا,,UNKNOWN,UNKNOWN,خوراک لوبیا در دسته‌بندی‌های رمضان قرار ندارد.
1177026,5go7ml,Cafe,صبحانه,صبحانه ایرانی,یک کبریت پنیر تبریزی، یک عدد خیار، یک عدد گوجه، یک فال گردو، خامه و عسل، چای، نان بربری، به همراه نبات,UNKNOWN,UNKNOWN,سینی کامل صبحانه شامل اجزای متنوع فراتر از نان و پنیر ساده/سنتی است.
316326,5gx6nl,Cafe,صبحانه ,صبحانه ایرانی	,,UNKNOWN,UNKNOWN,صبحانه ایرانی عمومی بدون ذکر جزییات دقیق نان و پنیر.
316327,5gx6nl,Cafe,صبحانه ,صبحانه تونل	,دو نفره  همراه با دو عدد چای ,UNKNOWN,UNKNOWN,صبحانه ترکیبی عمومی در دسته‌بندی‌های رمضان قرار نمی‌گیرد.
310825,5gx8zn,Cafe,صبحانه,ارده شیره	,شیره انگور، ترشی کلم، خیارشور، پیاز، نان بربری یا تافتون,UNKNOWN,UNKNOWN,ارده و شیره در دسته‌بندی‌های تعریف شده برای رمضان وجود ندارد.
310828,5gx8zn,Cafe,صبحانه,کره عسل	,کره یک نفره گیاهی صبحانه، ترشی کلم، خیارشور، پیاز، نان بربری یا تافتون,UNKNOWN,UNKNOWN,کره و عسل در دسته‌بندی‌های تعریف شده برای رمضان وجود ندارد.
310832,5gx8zn,Cafe,صبحانه,کره مربا	,مربا هویج یا آلبالو، کره یک نفره گیاهی صبحانه، ترشی کلم، خیارشور، پیاز، نان بربری یا تافتون,UNKNOWN,UNKNOWN,کره و مربا در دسته‌بندی‌های تعریف شده برای رمضان وجود ندارد.
366246,5gxkxp,Cafe,کیک و دسر,گلت ارده و خرما,300 گرم خمیر هزارلا، ارده، خرما,UNKNOWN,UNKNOWN,گلت (نوعی شیرینی/کیک) علی‌رغم داشتن خرما، در دسته خرما قرار نمی‌گیرد.
298462,5gxpn3,Cafe,کیک و دسر,کوکی گردو و خرما,یک عدد، خمیر کوکی به همراه گردو و خرما,UNKNOWN,UNKNOWN,کوکی خرما در دسته خرما (به عنوان محصول اصلی برای افطار) قرار نمی‌گیرد.
118979,5k37np,Cafe,صبحانه,نان و کره مربا,"مربا آلبالو، نصف نان سنگک	
",UNKNOWN,UNKNOWN,ترکیب کره و مربا در دسته‌بندی‌های رمضان تعریف نشده است.
118980,5k37np,Cafe,صبحانه,نان و کره گردو عسل,"نصف نان سنگک	
",UNKNOWN,UNKNOWN,ترکیب کره، گردو و عسل در دسته‌بندی‌های رمضان تعریف نشده است.
118978,5k37np,Cafe,صبحانه,نان پنیر با گوجه خیار و گردو,"نصف نان سنگک	
",رمضان,نان و پنیر,ترکیب کلاسیک نان و پنیر و گردو مطابق با توضیحات نان و پنیر.
118977,5k37np,Cafe,صبحانه,نان پنیر با گوجه و خیار,"نصف نان سنگک	
",رمضان,نان و پنیر,ترکیب نان و پنیر با سبزیجات مطابق با توضیحات نان و پنیر.
118976,5k37np,Cafe,صبحانه,نان پنیر گردو,"نصف نان سنگک	
",رمضان,نان و پنیر,ترکیب نان و پنیر و گردو مطابق با توضیحات نان و پنیر.
811091,5k3mw3,Cafe,صبحانه,تست پنیر و گردو,دو عدد نان تست، پنیر، گردو,رمضان,نان و پنیر,مطابق با توضیح «تست و پنیر» در دسته‌بندی نان و پنیر.
339296,5k3mw3,Cafe,صبحانه,عدسی,عدس سیب زمینی رب گوجه,UNKNOWN,UNKNOWN,عدسی در دسته‌بندی‌های رمضان تعریف نشده است.
